ID_Cliente,Et√†,Durata_Abbonamento,Tariffa_Mensile,Dati_Consumati,Servizio_Clienti_Contatti,Churn,Costo_per_GB
500,53,51,73.84,21.07,8,0,3.5
501,37,17,84.15,4.77,8,1,17.64
502,30,1,34.83,34.78,2,0,1.0
503,36,37,53.21,47.73,9,0,1.11
504,67,35,61.6,39.97,3,0,1.54
505,28,14,56.14,20.1,2,0,2.79
506,52,2,83.99,29.63,1,0,2.83
507,51,3,96.84,15.91,1,0,6.09
508,61,3,83.92,27.51,5,0,3.05
509,21,20,26.24,15.74,6,0,1.67
510,30,53,84.39,37.18,1,0,2.27
511,54,59,25.33,13.71,7,1,1.85
512,19,13,38.88,48.24,9,0,0.81
513,67,31,32.25,33.44,9,1,0.96
514,18,40,35.8,4.37,6,0,8.19
515,57,22,62.27,1.53,2,0,40.7
516,42,14,73.74,49.86,2,0,1.48
517,54,50,57.63,11.8,6,0,4.88
518,53,27,96.78,16.32,8,0,5.93
519,23,52,39.22,11.21,5,0,3.5
520,24,13,81.05,46.48,6,0,1.74
521,21,50,89.61,32.95,9,1,2.72
522,52,1,64.97,25.71,5,0,2.53
523,58,2,56.5,28.32,2,0,2.0
524,51,37,67.69,16.58,9,0,4.08
525,46,11,54.3,31.09,8,0,1.75
526,22,43,64.42,21.56,5,0,2.99
527,44,33,53.35,10.76,8,0,4.96
528,50,29,52.04,33.17,8,0,1.57
529,63,59,75.63,19.32,0,0,3.91
530,69,3,27.43,39.47,0,0,0.69
531,27,29,33.32,21.35,4,0,1.56
532,23,2,88.1,25.91,4,0,3.4
533,51,14,81.69,39.59,9,0,2.06
534,25,20,42.52,22.95,5,0,1.85
535,48,48,50.18,48.34,2,0,1.04
536,26,18,94.08,39.86,7,0,2.36
537,38,37,85.45,41.5,6,0,2.06
538,25,8,69.15,47.74,1,0,1.45
539,21,54,37.72,20.05,7,0,1.88
540,39,7,23.54,29.42,9,1,0.8
541,45,10,54.5,34.99,2,0,1.56
542,62,16,73.81,34.0,0,0,2.17
543,21,19,86.28,47.69,9,1,1.81
544,56,30,88.22,15.13,6,0,5.83
545,38,54,22.62,15.28,7,0,1.48
546,25,43,39.53,45.98,3,0,0.86
547,37,19,47.13,40.17,3,0,1.17
548,49,3,35.1,10.96,6,0,3.2
549,18,30,84.24,28.93,1,0,2.91
550,23,18,81.4,37.54,1,0,2.17
551,45,36,61.35,18.3,5,0,3.35
552,61,57,98.63,22.28,1,0,4.43
553,48,20,31.52,29.19,1,0,1.08
554,27,17,91.97,23.89,3,0,3.85
555,37,24,29.32,37.9,6,0,0.77
556,25,13,33.05,1.29,5,0,25.62
557,39,36,75.7,22.3,2,0,3.39
558,55,46,28.77,17.54,1,1,1.64
559,46,57,65.27,30.85,3,1,2.12
560,26,3,53.62,39.02,2,0,1.37
561,61,21,78.28,4.73,1,0,16.55
562,64,4,92.05,8.74,9,1,10.53
563,18,18,81.59,33.59,9,0,2.43
564,58,45,87.98,37.18,9,1,2.37
565,69,39,22.64,29.82,0,0,0.76
566,56,43,44.82,49.16,9,1,0.91
567,43,11,61.23,25.47,9,0,2.4
568,28,38,53.28,7.68,0,0,6.94
569,69,43,38.5,34.63,5,1,1.11
570,52,41,44.63,30.5,4,0,1.46
571,41,48,95.63,29.93,3,0,3.2
572,50,28,43.53,27.75,8,0,1.57
573,37,5,48.31,47.02,9,1,1.03
574,44,52,20.3,7.33,2,0,2.77
575,32,23,87.61,4.59,0,0,19.09
576,50,38,32.39,8.55,4,0,3.79
577,69,36,36.33,13.0,8,0,2.79
578,24,31,40.42,30.05,3,0,1.35
579,51,8,90.77,31.01,9,0,2.93
580,62,25,36.52,12.4,7,0,2.95
581,68,25,83.8,24.97,5,0,3.36
582,63,48,84.64,24.62,1,0,3.44
583,59,16,94.16,23.2,3,1,4.06
584,22,11,29.24,40.37,0,0,0.72
585,47,20,37.38,24.11,4,1,1.55
586,45,14,79.43,38.16,1,0,2.08
587,35,40,35.68,9.16,3,1,3.9
588,53,57,42.91,27.07,4,0,1.59
589,20,38,33.34,41.38,8,0,0.81
590,38,40,33.82,9.71,8,0,3.48
591,63,19,58.52,23.78,9,0,2.46
592,33,8,28.77,30.84,9,0,0.93
593,54,25,45.74,10.05,5,0,4.55
594,59,33,54.13,38.08,0,0,1.42
595,22,45,21.96,4.87,3,0,4.51
596,67,40,51.07,47.37,5,0,1.08
597,68,53,27.53,23.94,8,0,1.15
598,31,41,59.49,17.47,0,0,3.41
599,48,48,86.06,6.72,5,0,12.81
600,63,53,85.47,22.2,5,0,3.85
601,41,37,26.44,33.33,8,0,0.79
602,52,43,68.1,5.63,2,0,12.1
603,53,17,86.77,16.01,0,0,5.42
604,27,53,39.04,41.96,7,1,0.93
605,44,27,80.95,32.66,9,0,2.48
606,44,41,91.26,11.11,7,0,8.21
607,40,17,84.49,8.88,0,0,9.51
608,30,47,28.58,45.32,3,0,0.63
609,33,33,20.72,15.06,1,0,1.38
610,52,31,35.34,9.8,0,1,3.61
611,44,21,41.64,50.0,8,0,0.83
612,69,24,69.29,16.15,0,0,4.29
613,56,16,50.74,7.11,6,0,7.14
614,64,45,76.27,23.63,2,0,3.23
615,34,20,48.25,22.28,1,1,2.17
616,65,56,32.35,46.41,3,0,0.7
617,58,56,45.02,7.58,4,0,5.94
618,18,35,90.75,5.47,5,0,16.59
619,28,28,96.68,5.56,1,0,17.39
620,29,46,36.6,45.31,6,1,0.81
621,31,35,83.08,23.02,9,0,3.61
622,25,18,41.87,8.38,1,0,5.0
623,48,24,90.97,30.1,3,0,3.02
624,24,28,33.24,27.34,8,0,1.22
625,63,14,73.28,10.72,2,0,6.84
626,48,49,26.74,30.55,6,1,0.88
627,33,24,97.91,17.67,0,0,5.54
628,59,31,76.05,12.68,4,0,6.0
629,56,6,87.35,26.01,4,0,3.36
630,61,58,65.33,15.29,0,0,4.27
631,36,40,58.14,11.88,3,1,4.89
632,25,34,69.75,44.11,3,0,1.58
633,46,50,62.3,8.63,6,0,7.22
634,19,35,57.55,14.75,7,0,3.9
635,59,29,80.76,19.92,6,0,4.05
636,20,53,34.26,14.41,7,0,2.38
637,68,2,33.69,11.32,1,0,2.98
638,46,5,54.55,38.79,6,0,1.41
639,32,22,45.66,17.12,8,0,2.67
640,55,9,25.93,6.51,2,0,3.98
641,45,51,87.56,27.5,5,0,3.18
642,54,34,81.73,7.15,0,0,11.43
643,49,55,63.51,18.52,2,0,3.43
644,47,36,98.35,44.21,5,0,2.22
645,68,49,25.81,19.09,9,0,1.35
646,64,36,81.33,31.99,9,1,2.54
647,47,26,41.31,26.22,9,0,1.58
648,68,6,49.49,7.75,3,0,6.39
649,51,2,37.54,32.8,0,0,1.14
650,30,36,83.12,42.95,5,0,1.94
651,50,8,31.54,5.57,2,0,5.66
652,59,2,87.2,37.93,3,0,2.3
653,34,2,72.93,34.82,3,0,2.09
654,20,8,24.72,43.47,9,0,0.57
655,26,26,84.88,6.1,0,0,13.91
656,69,37,70.22,15.98,6,0,4.39
657,28,14,92.4,35.02,6,0,2.64
658,66,45,79.9,2.08,1,1,38.41
659,44,51,64.89,36.97,6,0,1.76
660,45,28,86.92,43.04,5,0,2.02
661,19,33,42.24,23.21,6,0,1.82
662,18,44,63.76,22.28,2,1,2.86
663,23,20,43.49,14.64,0,0,2.97
664,42,35,97.46,1.25,1,0,77.97
665,52,46,38.1,10.13,8,0,3.76
666,33,37,21.26,49.01,0,1,0.43
667,21,17,46.07,43.5,4,0,1.06
668,64,49,60.2,14.06,8,0,4.28
669,55,43,22.27,48.22,2,0,0.46
670,61,58,64.74,19.02,7,0,3.4
671,37,44,89.94,15.58,8,0,5.77
672,42,4,76.38,8.49,0,0,9.0
673,24,9,69.84,45.18,6,0,1.55
674,38,20,96.48,49.36,4,0,1.95
675,24,47,96.66,17.04,0,0,5.67
676,46,1,85.94,35.47,5,0,2.42
677,69,53,68.62,17.43,7,0,3.94
678,24,21,59.02,6.14,1,1,9.61
679,20,33,21.07,20.24,2,0,1.04
680,46,35,68.5,28.03,0,0,2.44
681,46,44,99.13,7.03,8,0,14.1
682,56,6,85.45,41.1,9,0,2.08
683,55,22,47.25,25.37,5,0,1.86
684,23,25,32.16,12.48,6,1,2.58
685,63,3,82.72,30.05,6,0,2.75
686,27,8,79.52,39.87,3,0,1.99
687,54,45,97.36,17.05,2,0,5.71
688,31,12,89.99,35.37,4,0,2.54
689,39,52,64.45,21.97,1,0,2.93
690,49,29,28.1,48.24,8,1,0.58
691,35,55,58.68,38.78,6,0,1.51
692,53,32,45.1,18.46,2,0,2.44
693,63,2,60.99,1.87,9,1,32.61
694,69,17,44.14,33.22,5,0,1.33
695,26,51,88.95,10.7,1,0,8.31
696,43,19,87.55,6.97,6,1,12.56
697,39,15,45.24,46.66,9,1,0.97
698,63,22,67.97,50.0,6,0,1.36
699,55,48,54.41,14.22,0,0,3.83
700,40,48,92.73,15.79,3,1,5.87
701,34,6,34.99,9.08,9,0,3.85
702,43,34,75.82,23.43,7,0,3.24
703,64,43,97.63,43.43,9,0,2.25
704,55,3,34.02,35.37,0,1,0.96
705,19,28,36.16,42.47,6,0,0.85
706,23,41,75.5,12.2,8,1,6.19
707,24,56,82.33,36.79,2,0,2.24
708,30,20,59.24,46.01,9,0,1.29
709,44,16,68.77,14.79,8,1,4.65
710,28,8,37.01,34.84,1,1,1.06
711,32,45,58.13,20.63,3,1,2.82
712,26,30,28.97,15.22,4,0,1.9
713,25,36,45.71,48.51,4,0,0.94
714,63,34,42.78,18.08,1,0,2.37
715,23,49,55.57,6.28,1,0,8.85
716,65,50,94.41,20.04,5,0,4.71
717,60,17,34.5,22.94,9,1,1.5
718,21,57,52.11,37.86,6,0,1.38
719,28,25,69.25,47.55,8,0,1.46
720,68,59,95.72,41.04,1,0,2.33
721,45,6,30.65,46.62,9,0,0.66
722,43,52,93.43,24.28,0,1,3.85
723,21,59,26.48,36.25,0,0,0.73
724,32,43,58.46,16.14,0,1,3.62
725,36,20,56.37,4.41,2,0,12.78
726,23,18,36.77,18.91,8,1,1.94
727,22,46,47.8,35.2,1,0,1.36
728,35,33,56.33,14.46,0,0,3.9
729,23,23,89.22,43.21,8,1,2.06
730,48,34,96.41,39.75,1,0,2.43
731,42,39,61.51,10.51,6,0,5.85
732,21,10,89.61,17.21,0,0,5.21
733,23,6,68.65,41.44,8,0,1.66
734,58,13,47.93,12.95,8,1,3.7
735,54,43,35.54,17.25,0,1,2.06
736,67,56,53.05,17.81,8,0,2.98
737,42,17,61.83,40.25,9,0,1.54
738,51,18,23.56,2.81,3,0,8.38
739,36,5,31.67,4.62,3,0,6.85
740,51,26,68.01,29.34,0,1,2.32
741,32,15,38.0,20.46,7,0,1.86
742,67,46,86.99,32.01,4,0,2.72
743,25,54,46.16,14.06,2,1,3.28
744,61,18,28.39,45.57,1,0,0.62
745,64,30,26.68,38.29,6,0,0.7
746,66,7,94.97,4.32,9,0,21.98
747,51,29,29.44,39.41,2,0,0.75
748,35,11,31.27,48.51,3,0,0.64
749,47,6,89.01,47.18,4,1,1.89
750,30,37,40.34,37.04,9,0,1.09
751,64,37,73.28,7.06,9,1,10.38
752,50,21,85.34,29.23,7,0,2.92
753,52,56,68.57,14.93,2,1,4.59
754,69,51,96.6,48.54,0,0,1.99
755,41,51,76.71,36.16,1,0,2.12
756,43,23,29.02,30.93,6,0,0.94
757,64,54,64.67,35.06,8,0,1.84
758,68,11,77.45,22.46,7,0,3.45
759,61,44,84.16,19.26,9,1,4.37
760,59,31,22.11,46.85,7,0,0.47
761,64,15,77.51,17.26,1,0,4.49
762,18,52,86.05,3.03,3,0,28.4
763,30,49,79.75,20.64,2,0,3.86
764,27,57,60.99,39.73,7,0,1.54
765,36,57,56.64,32.77,2,0,1.73
766,22,2,63.95,48.15,8,0,1.33
767,25,41,76.37,6.2,7,0,12.32
768,21,8,93.83,45.67,6,1,2.05
769,66,6,69.36,19.07,3,0,3.64
770,30,16,91.03,24.23,5,0,3.76
771,55,56,76.1,22.0,0,0,3.46
772,63,42,25.47,6.71,4,0,3.8
773,66,53,60.07,13.14,5,0,4.57
774,63,33,42.92,37.37,9,0,1.15
775,36,24,42.81,2.13,6,1,20.1
776,69,15,48.47,7.56,5,0,6.41
777,67,35,45.18,2.24,1,0,20.17
778,25,30,66.29,43.01,6,0,1.54
779,44,52,74.69,31.25,5,1,2.39
780,67,26,41.5,9.33,0,0,4.45
781,64,54,30.38,38.67,8,0,0.79
782,47,5,24.7,48.37,8,0,0.51
783,21,1,66.06,46.79,3,0,1.41
784,28,27,34.89,46.16,7,0,0.76
785,38,21,20.74,1.38,5,0,15.03
786,60,6,94.22,29.86,2,0,3.16
787,19,59,62.97,13.57,9,0,4.64
788,38,25,27.4,28.67,5,0,0.96
789,34,18,87.43,16.58,0,0,5.27
790,60,5,98.66,8.53,4,1,11.57
791,68,57,55.89,22.78,9,0,2.45
792,46,33,23.4,25.26,6,1,0.93
793,44,50,29.4,49.5,2,1,0.59
794,41,18,50.53,3.08,6,0,16.41
795,66,9,90.84,15.76,1,0,5.76
796,20,10,31.84,42.74,4,0,0.74
797,56,37,85.92,33.33,7,0,2.58
798,27,32,21.2,41.51,3,0,0.51
799,20,31,56.59,33.35,7,0,1.7
800,62,10,71.55,38.22,0,0,1.87
801,59,45,24.83,25.15,5,0,0.99
802,43,49,69.18,11.04,2,0,6.27
803,54,36,95.55,40.69,8,0,2.35
804,44,33,32.82,28.82,9,0,1.14
805,22,15,78.37,7.84,5,0,10.0
806,59,24,68.73,40.44,0,0,1.7
807,28,33,34.81,47.97,6,0,0.73
808,30,57,20.5,17.96,0,1,1.14
809,58,29,20.74,15.38,1,0,1.35
810,51,44,62.57,5.01,3,1,12.49
811,55,34,95.42,33.56,4,0,2.84
812,57,51,71.54,47.99,6,0,1.49
813,50,47,77.14,7.66,0,0,10.07
814,51,45,59.51,24.77,7,0,2.4
815,44,9,66.55,5.81,4,1,11.45
816,53,38,30.11,2.67,3,0,11.28
817,43,57,90.15,33.56,3,1,2.69
818,68,3,80.86,43.52,3,0,1.86
819,42,18,99.86,17.54,2,0,5.69
820,36,16,43.82,43.91,1,1,1.0
821,38,4,38.16,6.74,3,1,5.66
822,48,22,30.01,12.66,8,0,2.37
823,46,49,97.14,45.18,1,0,2.15
824,26,51,82.47,25.92,9,0,3.18
825,36,30,33.31,30.8,8,0,1.08
826,43,38,64.21,2.86,8,1,22.45
827,42,57,53.1,7.29,4,0,7.28
828,57,23,32.12,3.73,6,1,8.61
829,60,19,32.97,45.35,3,1,0.73
830,46,8,97.08,7.6,6,1,12.77
831,42,56,44.4,42.63,9,1,1.04
832,36,50,95.32,18.2,5,1,5.24
833,21,27,26.05,40.23,8,1,0.65
834,62,57,56.86,18.89,9,0,3.01
835,37,5,30.37,14.12,0,0,2.15
836,63,46,20.38,5.59,7,1,3.65
837,18,26,64.3,14.75,6,0,4.36
838,28,27,29.11,24.1,4,0,1.21
839,21,52,77.76,41.06,8,0,1.89
840,24,48,75.85,23.17,4,0,3.27
841,45,20,34.11,48.6,5,0,0.7
842,53,15,95.34,27.54,5,0,3.46
843,24,19,77.68,2.22,6,0,34.99
844,37,58,43.84,21.35,7,0,2.05
845,52,33,76.74,34.76,3,0,2.21
846,68,28,78.55,12.48,8,0,6.29
847,68,37,47.38,35.23,9,1,1.34
848,56,39,50.05,25.68,1,0,1.95
849,38,21,48.73,2.26,1,0,21.56
850,61,45,69.33,38.94,8,0,1.78
851,18,4,92.03,28.46,1,0,3.23
852,54,19,33.86,5.04,9,0,6.72
853,63,14,90.02,24.29,4,0,3.71
854,59,52,22.21,15.08,8,0,1.47
855,20,50,72.83,44.1,9,1,1.65
856,51,32,53.16,14.96,3,0,3.55
857,30,34,83.3,47.14,1,0,1.77
858,33,19,77.7,27.76,6,0,2.8
859,51,13,58.41,16.86,4,0,3.46
860,41,48,71.51,40.86,9,0,1.75
861,30,28,60.14,35.17,9,0,1.71
862,23,40,84.92,21.28,5,1,3.99
863,56,35,58.09,31.85,0,0,1.82
864,19,8,61.85,39.15,7,0,1.58
865,28,31,40.04,42.73,6,0,0.94
866,24,46,68.4,41.0,6,1,1.67
867,24,17,44.23,9.14,7,0,4.84
868,56,2,66.18,41.59,2,0,1.59
869,56,25,33.57,3.87,1,0,8.67
870,29,17,32.76,10.81,1,0,3.03
871,68,46,53.36,31.52,5,1,1.69
872,39,28,54.15,6.62,9,1,8.18
873,68,38,41.45,30.56,2,0,1.36
874,68,51,30.53,16.09,1,1,1.9
875,69,25,23.14,22.04,9,0,1.05
876,20,49,22.02,16.44,1,0,1.34
877,30,13,41.72,4.44,4,0,9.4
878,47,5,56.95,25.54,0,0,2.23
879,27,49,78.1,48.22,3,0,1.62
880,69,52,57.99,30.98,9,0,1.87
881,26,47,92.32,15.7,6,1,5.88
882,23,41,22.82,47.85,5,0,0.48
883,61,15,34.45,20.07,5,1,1.72
884,19,50,47.08,35.18,4,0,1.34
885,61,11,66.2,32.07,7,0,2.06
886,33,28,88.22,47.69,5,0,1.85
887,30,15,48.02,45.82,1,0,1.05
888,65,39,41.44,8.25,2,0,5.02
889,30,14,24.95,5.2,2,0,4.8
890,39,5,85.7,40.67,1,0,2.11
891,36,23,50.37,45.34,1,0,1.11
892,43,16,65.72,25.16,1,0,2.61
893,31,30,98.68,34.85,9,0,2.83
894,48,15,20.13,4.42,4,1,4.55
895,46,43,31.64,11.77,8,0,2.69
896,62,26,82.33,8.32,9,0,9.9
897,59,12,84.41,30.46,2,0,2.77
898,39,32,81.54,10.68,5,0,7.63
899,24,28,62.96,3.93,7,0,16.02
900,54,23,98.31,15.81,1,0,6.22
901,66,47,51.69,34.18,1,0,1.51
902,58,44,68.16,29.32,7,1,2.32
903,44,21,25.07,17.21,0,0,1.46
904,48,56,52.79,41.84,1,0,1.26
905,23,3,77.8,14.54,6,0,5.35
906,33,26,39.1,13.77,8,0,2.84
907,55,57,95.51,28.44,6,0,3.36
908,55,1,74.94,24.43,7,0,3.07
909,67,32,43.01,22.85,7,0,1.88
910,49,57,81.52,8.63,2,0,9.45
911,50,47,26.65,25.73,5,0,1.04
912,66,7,97.98,13.69,4,0,7.16
913,34,19,23.94,20.22,2,1,1.18
914,50,23,94.68,36.94,1,0,2.56
915,28,47,40.23,46.91,9,0,0.86
916,30,26,80.63,38.92,6,0,2.07
917,47,14,20.01,20.88,3,0,0.96
918,18,13,40.34,30.06,4,0,1.34
919,47,38,79.93,37.58,5,0,2.13
920,44,20,62.59,21.3,6,0,2.94
921,57,32,29.2,18.65,3,0,1.57
922,40,56,51.49,7.63,7,0,6.75
923,37,29,50.04,37.08,8,0,1.35
924,23,57,65.45,42.09,4,1,1.56
925,54,20,73.44,16.51,1,0,4.45
926,37,41,87.27,39.39,9,0,2.22
927,54,41,59.78,30.9,4,0,1.93
928,23,58,51.36,39.42,7,0,1.3
929,46,26,31.52,21.16,3,0,1.49
930,30,48,84.39,37.63,2,1,2.24
931,44,30,77.07,21.02,7,0,3.67
932,67,29,52.69,5.35,4,0,9.85
933,37,53,61.47,27.98,4,0,2.2
934,30,43,73.21,23.26,8,0,3.15
935,56,11,33.18,13.39,0,0,2.48
936,25,21,22.18,44.71,7,0,0.5
937,34,18,45.4,19.76,7,0,2.3
938,47,1,67.65,2.92,8,0,23.17
939,18,40,58.93,19.72,5,0,2.99
940,41,39,75.4,21.8,0,0,3.46
941,33,35,85.58,43.22,0,0,1.98
942,28,2,59.08,40.16,9,0,1.47
943,21,49,30.74,10.8,8,1,2.85
944,21,23,88.05,42.11,7,0,2.09
945,34,46,66.0,13.15,8,0,5.02
946,66,59,79.19,17.75,2,0,4.46
947,27,50,76.37,4.76,4,0,16.04
948,38,23,97.46,3.71,6,0,26.27
949,55,40,43.62,34.36,0,1,1.27
950,66,29,76.42,46.24,7,0,1.65
951,35,2,49.25,25.16,8,0,1.96
952,27,22,51.63,42.36,5,0,1.22
953,62,3,38.45,39.89,4,0,0.96
954,33,33,47.52,33.57,3,0,1.42
955,56,51,95.86,48.93,9,0,1.96
956,32,7,43.41,40.31,5,0,1.08
957,51,39,39.68,14.47,8,0,2.74
958,22,36,66.65,39.66,3,0,1.68
959,34,54,40.64,34.94,7,0,1.16
960,54,37,57.87,20.58,6,0,2.81
961,25,24,86.73,4.76,3,0,18.22
962,41,52,38.43,11.5,9,0,3.34
963,45,59,54.14,40.06,1,0,1.35
964,64,19,68.84,13.18,5,0,5.22
965,25,39,63.65,49.9,2,0,1.28
966,40,26,97.98,35.01,6,1,2.8
967,52,47,74.43,24.38,8,0,3.05
968,48,16,79.2,28.95,1,1,2.74
969,34,50,97.36,30.93,9,0,3.15
970,45,28,53.16,48.48,9,0,1.1
971,65,22,48.43,8.93,9,0,5.42
972,65,2,23.51,14.35,5,1,1.64
973,68,10,34.74,35.77,7,0,0.97
974,29,52,38.98,12.75,6,1,3.06
975,41,18,34.68,43.69,4,0,0.79
976,32,12,80.38,17.98,3,0,4.47
977,57,1,62.87,9.86,8,0,6.38
978,48,56,73.41,3.33,7,0,22.05
979,44,4,85.64,30.18,9,0,2.84
980,52,58,38.46,41.44,9,0,0.93
981,35,55,46.07,14.42,4,1,3.19
982,53,37,76.67,45.96,7,0,1.67
983,25,21,51.42,38.13,7,0,1.35
984,63,20,22.34,4.0,4,0,5.58
985,66,48,54.8,29.06,6,0,1.89
986,55,6,92.66,28.8,2,0,3.22
987,22,21,52.72,10.92,7,0,4.83
988,31,5,46.58,17.39,9,1,2.68
989,55,42,99.16,23.46,3,0,4.23
990,37,17,71.55,3.36,0,0,21.29
991,61,17,49.28,8.34,7,0,5.91
992,26,58,28.16,9.04,5,0,3.12
993,50,6,83.03,19.58,7,0,4.24
994,35,33,76.65,37.62,0,1,2.04
995,23,23,93.75,41.73,3,0,2.25
996,54,4,37.38,8.98,1,0,4.16
997,19,9,29.19,37.84,0,0,0.77
998,47,29,77.93,33.86,8,0,2.3
999,23,42,36.27,44.64,2,0,0.81
1000,34,11,34.09,48.47,4,0,0.7
